INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182079399,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,326,,2018-10-01 16:10:00,2018,10,Monday,16,Part Three,NORMANDY ST,42.31071077,-71.07876813,"(42.31071077, -71.07876813)"
I182079398,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,481,,2018-10-01 16:14:00,2018,10,Monday,16,Part Two,CUMMINS HWY,42.26857609,-71.09574826,"(42.26857609, -71.09574826)"
I182079397,02629,Harassment,HARASSMENT,B3,467,,2018-09-28 22:00:00,2018,9,Friday,22,Part Two,WELLINGTON HILL ST,42.28464725,-71.09473285,"(42.28464725, -71.09473285)"
I182079396,03115,Investigate Person,INVESTIGATE PERSON,D4,143,,2018-10-01 16:50:00,2018,10,Monday,16,Part Three,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I182079395,03201,Property Lost,PROPERTY - LOST,A1,125,,2018-10-01 15:30:00,2018,10,Monday,15,Part Three,STUART ST,42.35064439,-71.06811584,"(42.35064439, -71.06811584)"
I182079395,01402,Vandalism,VANDALISM,A1,125,,2018-10-01 15:30:00,2018,10,Monday,15,Part Two,STUART ST,42.35064439,-71.06811584,"(42.35064439, -71.06811584)"
I182079394,00617,Larceny,LARCENY THEFT FROM BUILDING,C6,175,,2018-10-01 17:22:00,2018,10,Monday,17,Part One,SOUTHAMPTON ST,42.33210843,-71.07014395,"(42.33210843, -71.07014395)"
I182079393,01106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,D4,624,,2018-09-30 14:00:00,2018,9,Sunday,14,Part Two,BROOKLINE AVE,42.34746241,-71.09826597,"(42.34746241, -71.09826597)"
I182079392,03410,Towed,TOWED MOTOR VEHICLE,E13,645,,2018-10-01 15:30:00,2018,10,Monday,15,Part Three,STARR LN,42.31249669,-71.11277626,"(42.31249669, -71.11277626)"
I182079391,02647,Other,THREATS TO DO BODILY HARM,E13,912,,2018-10-01 12:55:00,2018,10,Monday,12,Part Two,PARKER ST,42.32469443,-71.10087902,"(42.32469443, -71.10087902)"
I182079390,03803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B2, ,,2018-10-01 16:11:00,2018,10,Monday,16,Part Three,BLUE HILL AVE,,,"(0.00000000, 0.00000000)"
I182079389,02647,Other,THREATS TO DO BODILY HARM,B3,419,,2018-09-28 16:37:00,2018,9,Friday,16,Part Two,FAIRMOUNT ST,42.27930269,-71.07928813,"(42.27930269, -71.07928813)"
I182079388,01107,Fraud,FRAUD - IMPERSONATION,B2,313,,2018-09-28 15:30:00,2018,9,Friday,15,Part Two,HUMBOLDT AVE,42.31609551,-71.08713118,"(42.31609551, -71.08713118)"
I182079387,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,298,,2018-10-01 15:45:00,2018,10,Monday,15,Part Three,WALNUT AVE,42.32320895,-71.08432965,"(42.32320895, -71.08432965)"
I182079386,01848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,E13,570,,2018-10-01 16:41:00,2018,10,Monday,16,Part Two,DUNBARTON RD,,,"(0.00000000, 0.00000000)"
I182079386,01845,Drug Violation,DRUGS - POSS CLASS D,E13,570,,2018-10-01 16:41:00,2018,10,Monday,16,Part Two,DUNBARTON RD,,,"(0.00000000, 0.00000000)"
I182079385,03410,Towed,TOWED MOTOR VEHICLE,C6,194,,2018-10-01 16:40:00,2018,10,Monday,16,Part Three,DORCHESTER AVE,42.33215502,-71.05699099,"(42.33215502, -71.05699099)"
I182079384,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY �DAMAGE,C6,175,,2018-10-01 15:42:00,2018,10,Monday,15,Part Three,BRADSTON ST,42.33374643,-71.07020353,"(42.33374643, -71.07020353)"
I182079383,00301,Robbery,ROBBERY - STREET,C11,351,,2018-10-01 16:19:00,2018,10,Monday,16,Part One,CHARLES ST,42.30078455,-71.06000691,"(42.30078455, -71.06000691)"
I182079382,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,284,,2018-10-01 12:12:00,2018,10,Monday,12,Part Three,MASSACHUSETTS AVE,42.34107005,-71.08255287,"(42.34107005, -71.08255287)"
I182079381,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,201,,2018-09-30 21:00:00,2018,9,Sunday,21,Part Three,W BROADWAY,42.33930416,-71.05160423,"(42.33930416, -71.05160423)"
I182079380,02007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,B3,421,,2018-09-29 20:08:00,2018,9,Saturday,20,Part Two,BANFIELD AVE,42.27684317,-71.08759512,"(42.27684317, -71.08759512)"
I182079378,03803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,E18, ,,2018-10-01 15:59:00,2018,10,Monday,15,Part Three,MILTON ST,,,"(0.00000000, 0.00000000)"
I182079377,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,789,,2018-10-01 08:10:00,2018,10,Monday,8,Part Three,CHISWICK RD,42.33894278,-71.15027902,"(42.33894278, -71.15027902)"
I182079376,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,799,,2018-10-01 15:35:00,2018,10,Monday,15,Part Three,PRATT ST,42.35491054,-71.12719273,"(42.35491054, -71.12719273)"
I182079375,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,435,,2018-10-01 15:30:00,2018,10,Monday,15,Part Two,WHITMAN ST,42.28701738,-71.07706453,"(42.28701738, -71.07706453)"
I182079374,01106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,B2,611,,2018-10-01 11:02:00,2018,10,Monday,11,Part Two,FENWOOD RD,42.33611274,-71.10927826,"(42.33611274, -71.10927826)"
I182079373,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,370,,2018-10-01 15:23:00,2018,10,Monday,15,Part Three,WILLIAM T MORRISSEY BLVD,42.29767279,-71.04941018,"(42.29767279, -71.04941018)"
I182079372,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,77,,2018-10-01 15:20:00,2018,10,Monday,15,Part Three,NEW CHARDON ST,42.36260750,-71.06132725,"(42.36260750, -71.06132725)"
I182079371,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,E5,822,,2018-09-29 14:00:00,2018,9,Saturday,14,Part One,WASHINGTON ST,42.26362350,-71.15452494,"(42.26362350, -71.15452494)"
I182079370,03208,Property Lost,PROPERTY - MISSING,C11,450,,2018-10-01 10:00:00,2018,10,Monday,10,Part Three,WASHINGTON ST,42.29360585,-71.07188650,"(42.29360585, -71.07188650)"
I182079369,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,305,,2018-10-01 15:56:00,2018,10,Monday,15,Part One,WALNUT AVE,42.32101261,-71.08587919,"(42.32101261, -71.08587919)"
I182079368,01402,Vandalism,VANDALISM,C11,385,,2018-10-01 14:00:00,2018,10,Monday,14,Part Two,HALLET ST,42.28076737,-71.04736497,"(42.28076737, -71.04736497)"
I182079367,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,72,,2018-10-01 14:46:00,2018,10,Monday,14,Part Three,ASHBURTON PL,42.35913932,-71.06196905,"(42.35913932, -71.06196905)"
I182079366,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,145,,2018-10-01 14:51:00,2018,10,Monday,14,Part Three,HUNTINGTON AVE,42.34481182,-71.08234324,"(42.34481182, -71.08234324)"
I182079365,03803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,D4,146,,2018-09-27 12:00:00,2018,9,Thursday,12,Part Three,HUNTINGTON AVE,42.34585625,-71.08099529,"(42.34585625, -71.08099529)"
I182079362,03301,Verbal Disputes,VERBAL DISPUTE,B2,267,,2018-10-01 14:03:00,2018,10,Monday,14,Part Three,MOUNT PLEASANT AVE,42.32491307,-71.07677170,"(42.32491307, -71.07677170)"
I182079361,03301,Verbal Disputes,VERBAL DISPUTE,D4,157,,2018-10-01 14:42:00,2018,10,Monday,14,Part Three,W NEWTON ST,42.34063708,-71.07572281,"(42.34063708, -71.07572281)"
I182079360,03115,Investigate Person,INVESTIGATE PERSON,D4,620,,2018-10-01 14:13:00,2018,10,Monday,14,Part Three,BOYLSTON ST,42.34710196,-71.08841746,"(42.34710196, -71.08841746)"
I182079358,01510,Firearm Violations,WEAPON - FIREARM - OTHER VIOLATION,C11,335,,2018-10-01 14:38:00,2018,10,Monday,14,Part Two,COLEMAN ST,42.30776342,-71.06683062,"(42.30776342, -71.06683062)"
I182079358,02907,Violations,VAL - OPERATING AFTER REV/SUSP.,C11,335,,2018-10-01 14:38:00,2018,10,Monday,14,Part Two,COLEMAN ST,42.30776342,-71.06683062,"(42.30776342, -71.06683062)"
I182079357,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E13,571,,2018-10-01 06:45:00,2018,10,Monday,6,Part One,PETER PARLEY RD,42.31028216,-71.09907631,"(42.31028216, -71.09907631)"
I182079356,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,324,,2018-09-28 14:54:00,2018,9,Friday,14,Part Three,INGLESIDE ST,42.31736234,-71.07724596,"(42.31736234, -71.07724596)"
I182079354,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,102,,2018-10-01 13:05:00,2018,10,Monday,13,Part One,TREMONT ST,42.35692110,-71.06152940,"(42.35692110, -71.06152940)"
I182079353,03114,Investigate Property,INVESTIGATE PROPERTY,B2,584,,2018-10-01 13:01:00,2018,10,Monday,13,Part Three,WENSLEY ST,42.32706721,-71.10128822,"(42.32706721, -71.10128822)"
I182079352,03410,Towed,TOWED MOTOR VEHICLE,E13,609,,2018-10-01 10:36:00,2018,10,Monday,10,Part Three,EVERGREEN ST,42.32423224,-71.11070231,"(42.32423224, -71.11070231)"
I182079351,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E13,582,,2018-09-30 17:30:00,2018,9,Sunday,17,Part One,DAY ST,42.32401179,-71.10892106,"(42.32401179, -71.10892106)"
I182079349,00727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,C11,404,,2018-08-12 22:00:00,2018,8,Sunday,22,Part One,VALLEY RD,42.27743055,-71.06851083,"(42.27743055, -71.06851083)"
I182079348,03007,Medical Assistance,SUDDEN DEATH,A1,86,,2018-10-01 14:07:00,2018,10,Monday,14,Part Three,STILLMAN PL,42.36417286,-71.05779921,"(42.36417286, -71.05779921)"
I182079347,03115,Investigate Person,INVESTIGATE PERSON,B3,428,,2018-10-01 13:41:00,2018,10,Monday,13,Part Three,NORFOLK ST,42.28092154,-71.08766264,"(42.28092154, -71.08766264)"
I182079346,01102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,D14,792,,2018-09-29 00:00:00,2018,9,Saturday,0,Part Two,WOODSTOCK AVE,42.34644627,-71.13696690,"(42.34644627, -71.13696690)"
I182079345,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,258,,2018-10-01 14:23:00,2018,10,Monday,14,Part Two,MONADNOCK ST,42.31633855,-71.06879992,"(42.31633855, -71.06879992)"
I182079343,00617,Larceny,LARCENY THEFT FROM BUILDING,A7,28,,2018-09-29 14:22:00,2018,9,Saturday,14,Part One,GOVE ST,42.37161486,-71.03766485,"(42.37161486, -71.03766485)"
I182079342,00616,Larceny,LARCENY THEFT OF BICYCLE,C6,207,,2018-10-01 09:15:00,2018,10,Monday,9,Part One,BOND DR,42.35384568,-71.04593135,"(42.35384568, -71.04593135)"
I182079341,00619,Larceny,LARCENY ALL OTHERS,A1,111,,2018-09-04 00:00:00,2018,9,Tuesday,0,Part One,BOYLSTON ST,42.35231190,-71.06370510,"(42.35231190, -71.06370510)"
I182079340,03410,Towed,TOWED MOTOR VEHICLE,D4,137,,2018-10-01 14:17:00,2018,10,Monday,14,Part Three,COMMONWEALTH AVE,42.35080941,-71.08143615,"(42.35080941, -71.08143615)"
I182079339,00617,Larceny,LARCENY THEFT FROM BUILDING,D4,152,,2018-08-11 13:13:00,2018,8,Saturday,13,Part One,TREMONT ST,42.34393403,-71.07168782,"(42.34393403, -71.07168782)"
I182079339,01402,Vandalism,VANDALISM,D4,152,,2018-08-11 13:13:00,2018,8,Saturday,13,Part Two,TREMONT ST,42.34393403,-71.07168782,"(42.34393403, -71.07168782)"
I182079338,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY �DAMAGE,B2,911,,2018-10-01 13:35:00,2018,10,Monday,13,Part Three,ANNUNCIATION RD,42.33506218,-71.09316781,"(42.33506218, -71.09316781)"
I182079337,03115,Investigate Person,INVESTIGATE PERSON,A1,64,,2018-02-19 15:00:00,2018,2,Monday,15,Part Three,FRUIT ST,42.36240281,-71.06954652,"(42.36240281, -71.06954652)"
I182079336,01102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,C11,335,,2018-08-15 00:00:00,2018,8,Wednesday,0,Part Two,BOWDOIN ST,42.30648026,-71.06675783,"(42.30648026, -71.06675783)"
I182079335,03301,Verbal Disputes,VERBAL DISPUTE,C11,349,,2018-10-01 12:08:00,2018,10,Monday,12,Part Three,ADAMS ST,42.30263978,-71.06038376,"(42.30263978, -71.06038376)"
I182079334,02007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,E18,940,,2018-10-01 13:06:00,2018,10,Monday,13,Part Two,GARFIELD AVE,42.24448261,-71.11899210,"(42.24448261, -71.11899210)"
I182079333,03115,Investigate Person,INVESTIGATE PERSON,D4,627,,2018-10-01 00:00:00,2018,10,Monday,0,Part Three,PETERBOROUGH ST,42.34280177,-71.10069510,"(42.34280177, -71.10069510)"
I182079332,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,218,,2018-09-27 08:20:00,2018,9,Thursday,8,Part Three,OLD COLONY AVE,42.32890929,-71.05260009,"(42.32890929, -71.05260009)"
I182079331,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,476,,2018-10-01 11:59:00,2018,10,Monday,11,Part Three,BLUE HILL AVE,42.26994732,-71.09380308,"(42.26994732, -71.09380308)"
I182079329,01107,Fraud,FRAUD - IMPERSONATION,A15,900,,2018-07-09 12:00:00,2018,7,Monday,12,Part Two,DECATUR ST,42.37693992,-71.05524264,"(42.37693992, -71.05524264)"
I182079328,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,19,,2018-10-01 13:12:00,2018,10,Monday,13,Part Three,PRESCOTT ST,42.37935616,-71.03002495,"(42.37935616, -71.03002495)"
I182079327,02647,Other,THREATS TO DO BODILY HARM,C11,393,,2018-10-01 12:30:00,2018,10,Monday,12,Part Two,DORCHESTER AVE,42.28717863,-71.06390668,"(42.28717863, -71.06390668)"
I182079326,00801,Simple Assault,ASSAULT - SIMPLE,A1,111,,2018-10-01 13:04:00,2018,10,Monday,13,Part Two,WEST ST,42.35459106,-71.06219010,"(42.35459106, -71.06219010)"
I182079326,01402,Vandalism,VANDALISM,A1,111,,2018-10-01 13:04:00,2018,10,Monday,13,Part Two,WEST ST,42.35459106,-71.06219010,"(42.35459106, -71.06219010)"
I182079325,00542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,A1,92,,2018-09-28 17:00:00,2018,9,Friday,17,Part One,WASHINGTON MALL,42.35916991,-71.05772912,"(42.35916991, -71.05772912)"
I182079324,03115,Investigate Person,INVESTIGATE PERSON,C11,341,,2018-10-01 13:30:00,2018,10,Monday,13,Part Three,HOMES AVE,42.30344073,-71.06674608,"(42.30344073, -71.06674608)"
I182079323,03112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,E18,478,,2018-10-01 12:37:00,2018,10,Monday,12,Part Three,RIDLON RD,42.26948025,-71.10613588,"(42.26948025, -71.10613588)"
I182079322,03801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A1,81,,2018-10-01 10:50:00,2018,10,Monday,10,Part Three,COMMERCIAL ST,42.36809221,-71.05526102,"(42.36809221, -71.05526102)"
I182079321,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,914,,2018-08-29 22:00:00,2018,8,Wednesday,22,Part Two,COLONEL MICHAEL J. MCDONO,42.32790482,-71.05305583,"(42.32790482, -71.05305583)"
I182079321,03201,Property Lost,PROPERTY - LOST,C6,914,,2018-08-29 22:00:00,2018,8,Wednesday,22,Part Three,COLONEL MICHAEL J. MCDONO,42.32790482,-71.05305583,"(42.32790482, -71.05305583)"
I182079317,00724,Auto Theft,AUTO THEFT,A7,11,,2018-08-10 13:47:00,2018,8,Friday,13,Part One,WILLIAM F MCCLELLAN HWY,42.39352862,-71.01158244,"(42.39352862, -71.01158244)"
I182079316,00423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,601,,2018-10-01 13:23:00,2018,10,Monday,13,Part One,SMITH ST,42.33353077,-71.09845207,"(42.33353077, -71.09845207)"
I182079315,00724,Auto Theft,AUTO THEFT,A7,11,,2018-07-30 14:05:00,2018,7,Monday,14,Part One,WILLIAM F MCCLELLAN HWY,42.39352862,-71.01158244,"(42.39352862, -71.01158244)"
I182079313,00617,Larceny,LARCENY THEFT FROM BUILDING,B3,422,,2018-09-24 10:00:00,2018,9,Monday,10,Part One,RIVER ST,42.27132363,-71.08183509,"(42.27132363, -71.08183509)"
I182079311,01831,Drug Violation,DRUGS - SICK ASSIST - OTHER NARCOTIC,D4,147,,2018-10-01 11:35:00,2018,10,Monday,11,Part Two,CLAREMONT PARK,42.34210486,-71.08118057,"(42.34210486, -71.08118057)"
I182079310,02647,Other,THREATS TO DO BODILY HARM,D14,795,,2018-10-01 12:45:00,2018,10,Monday,12,Part Two,N BEACON ST,42.35393844,-71.14015780,"(42.35393844, -71.14015780)"
I182079309,00613,Larceny,LARCENY SHOPLIFTING,D4,134,,2018-09-30 17:30:00,2018,9,Sunday,17,Part One,BOYLSTON ST,42.35095909,-71.07412780,"(42.35095909, -71.07412780)"
I182079308,01107,Fraud,FRAUD - IMPERSONATION,A1,113,,2018-08-06 13:08:00,2018,8,Monday,13,Part Two,KINGSTON ST,42.35370585,-71.05898587,"(42.35370585, -71.05898587)"
I182079307,00619,Larceny,LARCENY ALL OTHERS,C6,179,,2018-10-01 12:09:00,2018,10,Monday,12,Part One,GERARD ST,42.33222280,-71.07167184,"(42.33222280, -71.07167184)"
I182079307,01503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",C6,179,,2018-10-01 12:09:00,2018,10,Monday,12,Part Two,GERARD ST,42.33222280,-71.07167184,"(42.33222280, -71.07167184)"
I182079307,01842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C6,179,,2018-10-01 12:09:00,2018,10,Monday,12,Part Two,GERARD ST,42.33222280,-71.07167184,"(42.33222280, -71.07167184)"
I182079307,02405,Disorderly Conduct,DISORDERLY CONDUCT,C6,179,,2018-10-01 12:09:00,2018,10,Monday,12,Part Two,GERARD ST,42.33222280,-71.07167184,"(42.33222280, -71.07167184)"
I182079307,02610,Other,TRESPASSING,C6,179,,2018-10-01 12:09:00,2018,10,Monday,12,Part Two,GERARD ST,42.33222280,-71.07167184,"(42.33222280, -71.07167184)"
I182079307,01825,Drug Violation,DRUGS - POSSESSION OF DRUG PARAPHANALIA,C6,179,,2018-10-01 12:09:00,2018,10,Monday,12,Part Two,GERARD ST,42.33222280,-71.07167184,"(42.33222280, -71.07167184)"
I182079306,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,134,,2018-10-01 11:36:00,2018,10,Monday,11,Part Two,BOYLSTON ST,42.35009599,-71.07732110,"(42.35009599, -71.07732110)"
I182079305,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,399,,2018-10-01 12:35:00,2018,10,Monday,12,Part One,WASHINGTON ST,42.28683796,-71.07119249,"(42.28683796, -71.07119249)"
I182079304,02629,Harassment,HARASSMENT,D4,594,,2018-09-29 18:54:00,2018,9,Saturday,18,Part Two,HUNTINGTON AVE,42.34201850,-71.08566213,"(42.34201850, -71.08566213)"
I182079303,03201,Property Lost,PROPERTY - LOST,B3,427,,2018-10-01 12:53:00,2018,10,Monday,12,Part Three,NORFOLK ST,42.27818669,-71.09047287,"(42.27818669, -71.09047287)"
I182079302,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY �DAMAGE,E18,523,,2018-10-01 12:03:20,2018,10,Monday,12,Part Three,HYDE PARK AVE,42.24260011,-71.13035022,"(42.24260011, -71.13035022)"
I182079301,03811,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING BICYCLE - NO INJURY,D14,765,,2018-10-01 12:14:00,2018,10,Monday,12,Part Three,ARLINGTON ST,42.35274116,-71.16003433,"(42.35274116, -71.16003433)"
I182079300,02647,Other,THREATS TO DO BODILY HARM,B3,465,,2018-08-14 17:10:00,2018,8,Tuesday,17,Part Two,HARVARD ST,42.28772899,-71.09375249,"(42.28772899, -71.09375249)"
I182079299,00616,Larceny,LARCENY THEFT OF BICYCLE,A1, ,,2018-09-27 21:50:00,2018,9,Thursday,21,Part One,NASHUA ST,42.36761591,-71.06601360,"(42.36761591, -71.06601360)"
I182079298,00613,Larceny,LARCENY SHOPLIFTING,D4,141,,2018-10-01 10:58:00,2018,10,Monday,10,Part One,NEWBURY ST,42.34840576,-71.08688339,"(42.34840576, -71.08688339)"
I182079297,03109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,C11,362,,2018-10-01 12:20:00,2018,10,Monday,12,Part Three,LYNDHURST ST,42.29290563,-71.06955795,"(42.29290563, -71.06955795)"
I182079294,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4, ,,2018-09-30 12:15:00,2018,9,Sunday,12,Part Three,MASSACHUSETTS AVE,,,"(0.00000000, 0.00000000)"
I182079293,02647,Other,THREATS TO DO BODILY HARM,E18,527,,2018-09-15 17:04:00,2018,9,Saturday,17,Part Two,HYDE PARK AVE,42.23631051,-71.13231083,"(42.23631051, -71.13231083)"
I182079292,00613,Larceny,LARCENY SHOPLIFTING,E13,645,,2018-10-01 12:01:00,2018,10,Monday,12,Part One,CENTRE ST,42.31193403,-71.11429090,"(42.31193403, -71.11429090)"
I182079291,01107,Fraud,FRAUD - IMPERSONATION,B3,427,,2018-09-21 12:25:00,2018,9,Friday,12,Part Two,ELIZABETH ST,42.27986526,-71.08798275,"(42.27986526, -71.08798275)"
I182079290,03201,Property Lost,PROPERTY - LOST,A1,76,,2018-09-30 01:00:00,2018,9,Sunday,1,Part Three,CANAL ST,42.36489527,-71.06050249,"(42.36489527, -71.06050249)"
I182079289,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,295,,2018-10-01 12:17:00,2018,10,Monday,12,Part Three,DABNEY ST,42.32451689,-71.08377030,"(42.32451689, -71.08377030)"
I182079288,03803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B2,330,,2018-10-01 11:44:00,2018,10,Monday,11,Part Three,SEAVER ST,42.30455372,-71.08295366,"(42.30455372, -71.08295366)"
I182079287,03115,Investigate Person,INVESTIGATE PERSON,C11,364,,2018-09-24 00:00:00,2018,9,Monday,0,Part Three,ADAMS ST,42.29443670,-71.05661774,"(42.29443670, -71.05661774)"
I182079285,03410,Towed,TOWED MOTOR VEHICLE,C11,461,,2018-10-01 10:44:00,2018,10,Monday,10,Part Three,BOWDOIN AVE,42.30311230,-71.07707510,"(42.30311230, -71.07707510)"
I182079283,03207,Property Found,PROPERTY - FOUND,B3,435,,2018-10-01 12:07:00,2018,10,Monday,12,Part Three,PEACEVALE RD,42.28716674,-71.07633479,"(42.28716674, -71.07633479)"
I182079282,03301,Verbal Disputes,VERBAL DISPUTE,B2,260,,2018-10-01 10:35:00,2018,10,Monday,10,Part Three,MAGNOLIA ST,42.31584894,-71.07113036,"(42.31584894, -71.07113036)"
I182079281,00619,Larceny,LARCENY ALL OTHERS,D4,149,,2018-09-28 22:30:00,2018,9,Friday,22,Part One,DARTMOUTH ST,42.34640381,-71.07551289,"(42.34640381, -71.07551289)"
I182079281,01106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,D4,149,,2018-09-28 22:30:00,2018,9,Friday,22,Part Two,DARTMOUTH ST,42.34640381,-71.07551289,"(42.34640381, -71.07551289)"
I182079280,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,468,,2018-10-01 11:00:00,2018,10,Monday,11,Part One,OUTLOOK RD,42.28245514,-71.09448768,"(42.28245514, -71.09448768)"
I182079279,03301,Verbal Disputes,VERBAL DISPUTE,B2,328,,2018-10-01 10:02:00,2018,10,Monday,10,Part Three,BRUNSWICK ST,42.30833371,-71.07599128,"(42.30833371, -71.07599128)"
I182079278,03108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",E18,499,,2018-10-01 11:22:00,2018,10,Monday,11,Part Three,AMERICAN LEGION HWY,42.27810693,-71.11636523,"(42.27810693, -71.11636523)"
I182079277,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,231,,2018-09-28 18:00:00,2018,9,Friday,18,Part One,E SIXTH ST,42.33316262,-71.03327972,"(42.33316262, -71.03327972)"
I182079276,00619,Larceny,LARCENY ALL OTHERS,C6,216,,2018-10-01 08:45:00,2018,10,Monday,8,Part One,W EIGHTH ST,42.33313016,-71.05145759,"(42.33313016, -71.05145759)"
I182079275,02900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B2,614,,2018-10-01 11:06:00,2018,10,Monday,11,Part Two,AVENUE LOUIS PASTEUR,42.33830258,-71.10235253,"(42.33830258, -71.10235253)"
I182079274,02906,Violations,VAL - OPERATING UNREG/UNINS �CAR,E13,574,,2018-10-01 10:13:00,2018,10,Monday,10,Part Two,MINTON ST,42.31344836,-71.10471053,"(42.31344836, -71.10471053)"
